회사명,거래소코드,2011,2012,2013,2014,2015,2016,2017,2018,2019
(주)세이브존아이앤씨,67830,0,0,0,0,0,0,0,0,0
(주)세종메디칼,258830,0,0,0,0,0,0,0,0,0
(주)세중,39310,0,0,0,0,0,0,0,0,0
(주)세진중공업,75580,0,0,0,0,0,0,0,0,0
(주)세진티에스,67770,0,0,0,0,0,0,0,0,0
(주)세코닉스,53450,0,1,1,0,0,0,0,0,1
(주)세토피아,222810,0,0,0,0,0,1,1,0,0
(주)세화피앤씨,252500,0,0,0,0,0,0,1,0,0
(주)센트랄모텍,308170,0,0,0,0,0,0,0,0,0
(주)센트럴인사이트,12600,0,0,0,1,0,0,0,0,0
(주)셀루메드,49180,0,1,0,0,0,1,0,0,0
(주)셀리드,299660,0,0,0,0,0,0,0,0,0
(주)셀리버리,268600,0,0,0,0,0,0,0,0,1
(주)셀바스에이아이,108860,0,0,0,0,0,0,0,1,0
(주)셀바스헬스케어,208370,0,0,0,0,0,0,0,0,0
(주)셀트리온,68270,0,0,0,0,0,0,0,0,0
(주)셀트리온제약,68760,0,1,0,0,1,1,0,0,0
(주)셀트리온헬스케어,91990,0,0,0,0,0,0,0,0,0
(주)셀피글로벌,68940,0,1,0,0,0,0,0,0,0
(주)소프트센,32680,0,0,1,1,0,0,0,0,0
(주)손오공,66910,0,0,0,0,0,1,0,0,0
(주)솔고바이오메디칼,43100,0,0,0,0,0,0,0,0,0
(주)솔루에타,154040,0,0,0,0,0,0,1,0,0
(주)솔본,35610,0,1,0,0,0,0,0,1,1
(주)쇼박스,86980,0,0,0,0,0,0,0,0,0
(주)수산아이앤티,50960,0,0,0,0,0,0,0,0,0
(주)수산중공업,17550,0,0,0,0,0,0,0,0,0
(주)수젠텍,253840,0,0,0,0,0,0,0,0,0
(주)슈프리마,236200,0,0,0,0,0,0,0,0,0
(주)슈프리마아이디,317770,0,0,0,0,0,0,0,0,0
(주)슈프리마에이치큐,94840,0,0,1,1,1,0,0,0,0
(주)슈피겐코리아,192440,0,0,0,0,1,1,0,1,1
(주)스마트솔루션즈,136510,0,0,0,0,0,0,1,1,0
(주)스맥,99440,0,0,0,0,0,0,0,0,0
(주)스카이문스테크놀로지,33790,0,0,0,0,0,0,0,0,0
(주)스킨앤스킨,159910,0,1,1,1,0,0,0,0,1
(주)스타플렉스,115570,0,0,0,0,0,0,0,0,0
(주)스튜디오산타클로스엔터테인먼트,204630,0,0,0,0,1,1,0,0,1
(주)스페코,13810,0,0,0,0,0,0,0,0,0
(주)승일,49830,0,0,0,0,0,0,0,0,0
(주)시공테크,20710,0,0,0,0,0,1,0,0,0
(주)시너지이노베이션,48870,0,0,0,0,0,1,1,0,0
(주)시노펙스,25320,0,1,0,0,0,0,0,0,0
(주)시디즈,134790,0,0,0,0,0,0,0,1,1
(주)시스웍,269620,0,0,0,0,0,0,0,0,0
(주)시큐브,131090,0,0,0,0,0,0,0,0,0
(주)시티랩스,139050,0,0,0,0,0,0,0,1,0
(주)신도리코,29530,0,0,0,0,0,0,0,0,0
(주)신성이엔지,11930,0,0,0,1,0,1,0,0,0
(주)신세계,4170,0,0,0,0,0,0,0,0,0
(주)신세계아이앤씨,35510,0,0,0,0,0,0,0,0,0
(주)신세계인터내셔날,31430,0,0,0,0,0,0,0,0,0
(주)신세계푸드,31440,0,0,1,1,0,0,0,0,0
(주)신영와코루,5800,0,0,0,0,0,0,0,0,0
(주)신원,9270,0,0,0,0,0,0,0,0,0
(주)신진에스엠,138070,0,1,0,0,0,0,0,0,0
(주)신테카바이오,226330,0,0,0,0,0,0,0,0,0
(주)신화다이나믹스,1770,0,0,0,0,0,0,0,0,0
(주)신화콘텍,187270,0,0,0,0,0,0,0,0,1
(주)신흥,4080,0,0,0,0,0,0,0,0,0
(주)심텍,222800,0,0,0,0,0,0,0,0,0
(주)심텍홀딩스,36710,0,0,0,0,0,0,0,1,0
(주)싸이맥스,160980,0,0,0,0,0,1,1,0,0
(주)싸이토젠,217330,0,0,0,0,0,0,0,0,1
(주)쌍방울,102280,0,0,0,0,0,0,0,0,0
(주)썸에이지,208640,0,0,0,0,0,1,1,0,0
(주)쎄노텍,222420,0,0,0,0,0,0,0,1,0
(주)쎄니트,37760,0,1,0,1,1,0,1,0,0
(주)쎄트렉아이,99320,0,0,0,0,0,0,0,0,0
(주)쎌마테라퓨틱스,15540,0,0,1,0,1,0,1,0,0
(주)쎌바이오텍,49960,0,0,0,0,0,0,0,0,0
(주)쏠리드,50890,0,0,0,1,0,0,0,0,0
(주)씨씨에스충북방송,66790,0,0,0,0,0,0,0,0,0
(주)씨아이테크,4920,0,1,1,0,1,0,1,1,0
(주)씨에스,65770,0,0,0,1,1,0,0,0,0
(주)씨에스에이코스믹,83660,0,0,0,0,0,1,0,0,0
(주)씨엔플러스,115530,0,0,0,0,0,0,0,0,0
(주)씨유메디칼시스템,115480,0,0,0,0,0,1,0,0,0
(주)씨제이이엔엠,35760,0,0,0,0,0,0,0,1,0
(주)씨젠,96530,0,1,0,0,0,0,1,0,0
(주)씨티씨바이오,60590,0,0,0,1,0,0,0,0,0
(주)씨티케이,260930,0,0,0,0,0,0,0,1,0
(주)아가방앤컴퍼니,13990,0,0,0,0,0,0,0,0,0
(주)아나패스,123860,0,0,1,0,0,0,0,0,0
(주)아난티,25980,0,0,0,0,1,1,0,0,1
(주)아리온테크놀로지,58220,0,0,0,0,0,0,0,0,0
(주)아모그린텍,125210,0,0,0,0,0,0,0,0,0
(주)아모레퍼시픽,90430,0,0,0,0,0,0,0,0,0
(주)아모레퍼시픽그룹,2790,0,1,1,0,1,1,0,0,0
(주)아모텍,52710,0,1,0,0,0,0,0,0,0
(주)아미노로직스,74430,0,1,0,0,0,0,0,0,0
(주)아바코,83930,0,0,0,0,0,1,0,0,0
(주)아바텍,149950,0,1,0,0,0,1,0,0,0
(주)아세아텍,50860,0,0,0,0,0,0,0,0,0
(주)아센디오,12170,0,1,0,0,0,1,1,1,0
(주)아스타,246720,0,0,0,0,0,0,0,0,0
(주)아스트,67390,0,0,0,0,0,0,0,0,0
(주)아시아경제,127710,0,0,0,0,0,0,1,0,0
(주)아우딘퓨쳐스,227610,0,0,0,0,0,0,0,1,0
(주)아이디스,143160,0,0,0,0,0,0,0,0,0
(주)아이디스홀딩스,54800,0,1,0,0,1,0,0,0,0
(주)아이마켓코리아,122900,0,0,0,0,0,0,0,0,0
(주)아이비김영,339950,0,0,0,0,0,0,0,0,0
(주)아이센스,99190,0,0,0,0,0,1,0,0,0
(주)아이스크림에듀,289010,0,0,0,0,0,0,0,0,0
(주)아이씨디,40910,0,0,0,0,0,1,0,0,0
(주)아이앤씨테크놀로지,52860,0,0,1,0,0,0,0,0,0
(주)아이에스시,95340,0,1,0,1,0,1,1,1,0
(주)아이에스이커머스,69920,0,0,0,0,0,0,0,0,0
(주)아이에이,38880,0,0,0,0,0,0,0,0,0
(주)아이에이치큐,3560,0,0,0,0,1,0,0,0,0
(주)아이엘사이언스,307180,0,0,0,0,0,0,0,0,0
(주)아이엠,101390,0,0,0,0,0,0,0,0,0
(주)아이엠비씨,52220,0,0,0,0,0,0,0,0,0
(주)아이오케이컴퍼니,78860,0,0,0,0,0,0,0,0,0
(주)아이윈,90150,0,0,0,0,0,0,0,0,0
(주)아이윈플러스,123010,0,0,0,0,0,0,0,0,0
(주)아이즈비전,31310,0,0,0,1,0,0,0,0,0
(주)아이컴포넌트,59100,0,0,0,0,0,0,0,0,0
(주)아이톡시,52770,0,0,0,1,0,1,0,0,0
(주)아이티센,124500,0,0,0,0,0,1,0,0,0
(주)아이티엑스에이아이,99520,0,0,0,0,0,0,0,0,0
(주)아이티엠반도체,84850,0,0,0,0,0,0,0,0,0
(주)아즈텍더블유비이,32080,0,0,0,0,0,0,0,0,0
(주)아진엑스텍,59120,0,0,0,0,0,0,0,0,0
(주)아톤,158430,0,0,0,0,0,0,0,0,0
(주)아프리카티비,67160,0,1,0,0,1,0,0,0,0
(주)안랩,53800,0,1,0,0,0,0,0,0,0
(주)안트로젠,65660,0,0,0,0,0,0,1,0,0
(주)알로이스,297570,0,0,0,0,0,0,0,0,1
(주)알루코,1780,0,0,0,0,1,0,0,0,0
(주)알에프세미,96610,0,0,1,0,0,0,0,0,0
(주)알에프텍,61040,0,1,0,0,0,0,0,0,1
(주)알엔투테크놀로지,148250,0,0,0,0,0,0,1,1,0
(주)알테오젠,196170,0,0,0,0,1,1,0,0,0
(주)알톤스포츠,123750,0,0,0,0,1,0,0,0,0
(주)알티캐스트,85810,0,0,0,0,0,0,0,0,0
(주)알파홀딩스,117670,0,0,1,0,1,0,0,0,0
(주)애니플러스,310200,0,0,0,0,0,0,0,0,0
(주)애드바이오텍,179530,0,0,0,0,0,0,0,0,0
(주)액션스퀘어,205500,0,0,0,0,1,1,0,0,0
(주)액토즈소프트,52790,0,0,1,0,0,0,1,1,0
(주)액트로,290740,0,0,0,0,0,0,0,0,1
(주)앤디포스,238090,0,0,0,0,0,0,0,0,0
(주)앤씨앤,92600,0,0,0,0,0,0,0,0,0
(주)야스,255440,0,0,0,0,0,0,0,0,0
(주)양지사,30960,0,0,0,0,0,0,0,0,0
(주)어스앤에어로스페이스,263540,0,0,0,0,0,0,0,0,0
(주)얼라인드제네틱스,238120,0,0,0,0,0,0,0,0,0
(주)에너토크,19990,0,0,0,0,0,0,0,0,0
(주)에넥스,11090,0,0,0,0,0,0,0,0,0
(주)에스디생명공학,217480,0,0,0,0,0,0,0,1,1
(주)에스디시스템,121890,0,0,0,0,1,1,0,0,0
(주)에스비에스,34120,0,0,0,0,1,0,0,0,0
(주)에스비에스콘텐츠허브,46140,0,0,0,0,0,0,0,0,1
(주)에스씨디,42110,0,0,0,0,0,0,0,0,0
(주)에스아이리소스,65420,0,0,0,0,0,0,1,0,1
(주)에스앤더블류,103230,0,0,0,0,0,0,0,0,0
(주)에스앤에스텍,101490,0,0,0,0,0,0,0,0,0
(주)에스에너지,95910,0,0,0,0,0,0,0,0,0
(주)에스에스알,275630,0,0,0,0,0,0,0,0,0
(주)에스에이엠티,31330,0,0,0,0,0,0,0,0,0
(주)에스에이티,60540,0,0,1,0,1,0,0,0,0
(주)에스에프에이,56190,0,0,0,0,0,0,0,0,0
(주)에스에프에이반도체,36540,0,0,0,0,0,0,0,0,0
(주)에스엘바이오닉스,214310,0,0,0,0,0,1,0,0,0
(주)에스엠라이프디자인그룹,63440,0,0,0,0,0,1,0,0,0
(주)에스엠벡셀,10580,0,0,0,0,0,0,0,0,0
(주)에스엠엔터테인먼트,41510,0,1,0,0,0,1,0,0,0
(주)에스엠컬처앤콘텐츠,48550,0,0,1,0,0,0,0,1,0
(주)에스엠코어,7820,0,0,0,0,0,0,0,1,0
(주)에스원,12750,0,0,0,0,0,0,0,0,0
(주)에스제이그룹,306040,0,0,0,0,0,0,0,0,0
(주)에스제이엠,123700,0,0,0,0,0,0,0,0,0
(주)에스제이엠홀딩스,25530,0,0,1,0,0,1,0,0,0
(주)에스지글로벌,1380,0,0,0,0,0,0,1,0,0
(주)에스지세계물산,4060,0,0,0,0,0,0,0,0,0
(주)에스지엔지,40610,0,0,1,0,0,0,0,0,0
(주)에스코넥,96630,0,0,0,0,0,0,0,0,0
(주)에스텍파마,41910,0,0,0,0,0,0,0,0,0
(주)에스티아이,39440,0,0,0,0,0,0,0,0,0
(주)에스티오,98660,0,0,0,0,0,0,0,0,0
(주)에스티큐브,52020,0,0,0,0,0,0,1,0,0
(주)에스폴리텍,50760,0,0,0,0,0,0,0,0,0
(주)에스피시스템스,317830,0,0,0,0,0,0,0,0,0
(주)에스피씨삼립,5610,0,0,0,1,0,0,1,1,0
(주)에스피지,58610,0,0,0,0,0,1,0,0,0
(주)에쎈테크,43340,0,0,0,0,0,0,0,0,0
(주)에이디칩스,54630,0,0,0,0,0,1,0,1,0
(주)에이디테크놀로지,200710,0,0,0,0,0,0,0,0,0
(주)에이루트,96690,0,0,0,0,0,0,0,0,0
(주)에이블씨엔씨,78520,0,0,0,0,0,0,0,0,0
(주)에이비프로바이오,195990,0,0,0,0,0,1,0,0,0
(주)에이스침대,3800,0,0,0,0,0,0,0,0,0
(주)에이스테크놀로지,88800,0,0,0,1,0,0,0,0,0
(주)에이스토리,241840,0,0,0,0,0,0,0,0,0
(주)에이엔피,15260,0,0,0,0,0,0,0,0,0
(주)에이치비테크놀러지,78150,0,0,1,0,0,1,0,0,0
(주)에이치시티,72990,0,0,0,0,0,0,0,0,1
(주)에이치알에스,36640,0,0,0,0,0,0,0,0,0
(주)에이치앤비디자인,227100,0,0,0,0,0,0,0,0,1
(주)에이치엘사이언스,239610,0,0,0,0,0,0,0,0,0
(주)에이치케이,44780,0,0,0,0,0,0,0,0,0
(주)에이텍,45660,0,0,0,0,0,0,0,0,0
(주)에이텍티앤,224110,0,0,0,0,0,0,0,1,0
(주)에이트원,230980,0,0,0,0,0,0,0,0,0
(주)에이티세미콘,89530,0,0,0,1,0,0,0,1,0
(주)에이팩트,200470,0,0,0,0,0,0,0,1,0
(주)에이프로젠,7460,0,0,0,0,0,0,0,0,0
(주)에이프로젠헬스케어앤게임즈,109960,0,0,0,0,1,0,0,0,0
(주)에치에프알,230240,0,0,0,0,0,0,0,1,0
(주)에코마케팅,230360,0,0,0,0,0,0,0,1,1
(주)에코프로,86520,0,0,0,0,1,0,0,1,1
(주)에코프로비엠,247540,0,0,0,0,0,0,0,0,0
(주)에프알텍,73540,0,0,0,0,0,0,0,0,0
(주)에프앤리퍼블릭,64090,0,0,0,0,0,0,0,0,0
(주)에프앤에프홀딩스,7700,0,0,0,0,0,0,1,1,0
(주)에프에스엔,214270,0,0,0,0,0,1,0,1,0
(주)에프에스티,36810,0,0,0,0,1,0,0,0,0
(주)에프엔씨엔터테인먼트,173940,0,0,0,0,1,0,0,0,1
(주)엑사이엔씨,54940,0,0,0,0,0,1,0,0,0
(주)엑세스바이오인코퍼레이션,950130,0,0,0,1,0,0,0,0,0
(주)엑셈,205100,0,0,0,0,1,1,0,0,0
(주)엑시콘,92870,0,0,0,0,0,0,0,0,0
(주)엔바이오니아,317870,0,0,0,0,0,0,0,0,0
(주)엔씨소프트,36570,0,0,0,0,0,0,0,0,0
(주)엔아이스틸,8260,0,0,0,0,0,0,0,0,0
(주)엔에스,217820,0,0,0,0,0,0,0,0,1
(주)엔에스엔,31860,0,0,1,0,0,1,0,0,1
(주)엔에이치엔벅스,104200,0,0,0,1,0,0,0,0,0
(주)엔이능률,53290,0,0,0,0,0,0,1,0,0
(주)엔지스테크널러지,208860,0,0,0,0,0,0,0,1,0
(주)엔지켐생명과학,183490,0,0,0,0,0,0,0,0,0
(주)엔케이,85310,0,0,0,0,0,0,0,0,0
(주)엔케이맥스,182400,0,0,0,0,0,0,0,0,1
(주)엔텔스,69410,0,1,0,0,0,0,0,0,0
(주)엔투텍,227950,0,0,0,0,0,0,0,1,0
(주)엔피,291230,0,0,0,0,0,0,0,0,0
(주)엔피케이,48830,0,0,0,0,1,0,0,0,0
(주)엘디티,96870,0,0,0,0,0,0,0,0,0
(주)엘아이에스,138690,0,0,0,0,0,0,0,0,0
(주)엘앤씨바이오,290650,0,0,0,0,0,0,0,0,0
(주)엘앤에프,66970,0,0,0,0,0,1,0,0,0
(주)엘앤케이바이오메드,156100,0,0,0,0,0,0,0,0,0
(주)엘에스,6260,0,0,0,0,0,0,0,0,0
(주)엘에스네트웍스,680,0,0,0,0,0,0,0,0,0
(주)엘에프,93050,0,0,0,0,0,0,0,0,0
(주)엘엑스세미콘,108320,0,0,0,0,1,0,0,0,0
(주)엘엑스인터내셔널,1120,0,0,0,0,0,0,0,0,0
(주)엘엑스하우시스,108670,0,0,0,0,0,0,0,0,0
(주)엘엠에스,73110,0,0,0,0,0,0,0,0,0
(주)엘오티베큠,83310,0,0,0,0,0,0,0,0,0
(주)엘지,3550,0,0,0,0,0,0,0,0,1
(주)엘지생활건강,51900,0,0,0,0,0,0,0,0,0
(주)엘지유플러스,32640,0,0,0,0,0,0,0,1,0
(주)엘지헬로비전,37560,0,1,0,0,0,0,0,0,0
(주)엘지화학,51910,0,0,0,0,0,0,0,0,0
(주)엠게임,58630,0,0,0,0,0,1,0,0,0
(주)엠디에스테크,86960,0,0,0,0,0,0,0,0,0
(주)엠씨넥스,97520,0,0,0,0,0,0,0,0,0
(주)엠아이텍,179290,0,0,0,0,0,0,0,0,0
(주)엠에스씨,9780,0,0,0,0,1,0,0,1,0
(주)엠에스오토텍,123040,0,0,0,0,0,0,0,0,0
(주)엠투엔,33310,0,0,0,0,0,0,0,0,0
(주)엠플러스,259630,0,0,0,0,0,0,0,1,1
(주)엠피대산,65150,0,0,0,0,0,0,1,0,0
(주)연우,115960,0,0,0,0,0,0,0,0,0
(주)연이비앤티,90740,0,1,0,0,0,0,0,0,0
(주)영우디에스피,143540,0,0,0,0,0,1,0,0,0
(주)영원무역,111770,0,0,0,0,0,0,0,0,0
(주)영원무역홀딩스,9970,0,1,0,0,1,0,1,0,1
(주)영풍,670,0,0,0,0,0,0,0,0,0
(주)영흥,12160,0,0,0,1,1,1,0,0,0
(주)예림당,36000,0,0,1,1,1,1,1,1,0
(주)예선테크,250930,0,0,0,0,0,0,0,0,1
(주)예스코홀딩스,15360,0,0,0,0,0,0,0,0,0
(주)예스티,122640,0,0,0,0,0,1,1,0,0
(주)오공,45060,0,0,0,0,0,0,0,0,0
(주)오디텍,80520,0,0,0,1,0,0,0,0,0
(주)오뚜기,7310,0,1,0,0,0,0,0,0,0
(주)오르비텍,46120,0,0,0,1,0,1,1,0,0
(주)오리엔탈정공,14940,0,0,0,0,0,0,0,1,0
(주)오리엔트바이오,2630,0,0,0,0,0,1,0,0,0
(주)오리엔트정공,65500,0,0,0,0,0,0,0,0,0
(주)오리온,271560,0,0,0,0,0,0,0,0,0
(주)오리온홀딩스,1800,0,0,0,0,0,0,0,0,0
(주)오리콤,10470,0,0,0,0,0,0,0,0,0
(주)오스코텍,39200,0,0,0,0,0,0,0,0,0
(주)오스테오닉,226400,0,0,0,0,0,0,0,0,1
(주)오스템,31510,0,0,0,0,0,0,0,0,0
(주)오이솔루션,138080,0,0,0,0,0,0,0,0,0
(주)오킨스전자,80580,0,0,0,0,0,0,0,0,0
(주)오텍,67170,0,0,0,0,0,0,0,0,0
(주)오파스넷,173130,0,0,0,0,0,0,0,0,0
(주)오픈베이스,49480,0,0,1,0,0,0,0,0,1
(주)오하임아이엔티,309930,0,0,0,0,0,0,0,0,0
(주)옵투스제약,131030,0,0,1,0,1,1,0,0,0
(주)옵트론텍,82210,0,1,1,0,0,0,0,0,1
(주)옵티팜,153710,0,0,0,0,0,0,0,0,0
(주)와이비엠넷,57030,0,0,0,0,0,0,0,0,0
(주)와이솔,122990,0,1,1,1,0,1,0,0,0
(주)와이어블,65530,0,1,0,0,0,0,0,0,1
(주)와이엔텍,67900,0,0,0,0,0,0,0,0,0
(주)와이오엠,66430,0,0,0,1,0,1,0,1,1
(주)와이제이엠게임즈,193250,0,0,0,0,1,1,0,0,0
(주)와이즈버즈,273060,0,0,0,0,0,0,0,0,0
(주)와이지-원,19210,0,0,0,0,0,0,0,0,0
(주)와이지엔터테인먼트,122870,0,0,1,1,0,1,1,0,0
(주)와이지플러스,37270,0,0,0,0,1,1,0,0,0
(주)와이투솔루션,11690,0,0,0,0,0,0,0,0,0
(주)와이티엔,40300,0,0,0,0,0,0,0,0,0
(주)용평리조트,70960,0,0,0,0,0,0,0,0,0
(주)우리기술,32820,0,0,0,0,0,0,0,0,0
(주)우리넷,115440,0,0,0,0,0,0,0,0,0
(주)우리로,46970,0,1,0,0,0,0,0,0,0
(주)우성,6980,0,0,0,0,0,0,0,0,0
(주)우신시스템,17370,0,0,0,0,0,1,0,0,0
(주)우양,103840,0,0,0,0,0,0,0,0,0
(주)우정바이오,215380,0,0,0,0,0,0,1,0,0
(주)우주일렉트로닉스,65680,0,1,0,0,0,0,0,0,0
(주)우진,105840,0,0,0,0,0,0,0,0,0
(주)우진아이엔에스,10400,0,0,0,0,0,0,0,0,0
(주)우진플라임,49800,0,1,0,1,0,0,0,0,0
(주)웅진,16880,0,0,0,0,0,0,0,1,0
(주)웅진씽크빅,95720,0,0,0,0,0,0,1,0,0
(주)원림,5820,0,0,1,0,0,1,1,1,0
(주)원바이오젠,307280,0,0,0,0,0,0,0,0,0
(주)원익,32940,0,0,0,1,0,0,0,0,1
(주)원익머트리얼즈,104830,0,1,0,0,0,0,1,1,0
(주)원익아이피에스,240810,0,0,0,0,0,0,1,1,1
(주)원익큐브,14190,0,0,0,0,0,0,0,0,0
(주)원익큐엔씨,74600,0,0,0,0,0,0,1,1,0
(주)원익피앤이,131390,0,0,0,0,0,1,0,0,1
(주)원익홀딩스,30530,0,0,0,0,0,0,1,1,0
(주)원일특강,12620,0,0,1,0,0,0,0,0,0
(주)원풍,8370,0,0,0,0,0,0,0,0,0
(주)월덱스,101160,0,0,0,0,0,0,0,0,0
(주)웨이버스,336060,0,0,0,0,0,0,0,0,0
(주)웨이브일렉트로닉스,95270,0,0,1,0,1,1,0,0,0
(주)웰크론,65950,0,0,0,0,1,0,0,0,0
(주)웰크론한텍,76080,0,1,1,0,0,0,1,1,0
(주)웹스,196700,0,0,0,0,0,0,0,0,0
(주)웹젠,69080,0,0,0,0,0,1,1,0,0
(주)위니아,71460,0,0,0,0,0,0,0,0,0
(주)위닉스,44340,0,0,0,1,0,0,1,0,0
(주)위메이드,112040,0,1,1,0,0,0,0,1,0
(주)위메이드맥스,101730,0,0,0,1,0,0,1,1,0
(주)위메이드플레이,123420,0,0,0,1,1,1,0,1,0
(주)위스컴,24070,0,0,0,0,0,0,0,0,0
(주)위지윅스튜디오,299900,0,0,0,0,0,0,0,0,0
(주)위지트,36090,0,0,0,0,0,0,0,0,0
(주)윈스,136540,0,1,0,0,0,0,0,0,0
(주)윈팩,97800,0,0,0,0,0,0,0,1,1
(주)윈하이텍,192390,0,0,0,0,0,0,0,0,0
(주)윌링스,313760,0,0,0,0,0,0,0,0,0
(주)윌비스,8600,0,0,0,0,0,0,0,0,0
(주)유니드,14830,0,0,0,0,0,0,0,0,0
(주)유니온,910,0,0,0,0,0,0,0,0,0
(주)유니온커뮤니티,203450,0,0,0,0,0,0,0,0,0
(주)유니켐,11330,0,0,0,0,0,1,0,1,0
(주)유니크,11320,0,0,0,0,0,0,0,0,0
(주)유니테스트,86390,0,0,0,0,0,0,0,0,0
(주)유니테크노,241690,0,0,0,0,0,0,0,0,0
(주)유니트론텍,142210,0,0,0,0,0,0,0,0,0
(주)유라테크,48430,0,0,0,0,0,0,0,0,0
(주)유바이오로직스,206650,0,0,0,0,0,0,0,1,1
(주)유비케어,32620,0,0,0,0,0,0,0,0,0
(주)유비쿼스,264450,0,0,0,0,0,0,0,0,0
(주)유비쿼스홀딩스,78070,0,0,0,0,0,0,0,1,1
(주)유성티엔에스,24800,0,0,0,0,0,0,0,0,0
(주)유수홀딩스,700,0,0,0,0,0,0,0,0,0
(주)유신,54930,0,0,0,0,0,0,0,0,0
(주)유씨아이,38340,0,0,0,0,0,1,0,0,0
(주)유아이디,69330,0,0,0,0,0,0,0,0,0
(주)유에스티,263770,0,0,0,0,0,0,0,1,0
(주)유유제약,220,0,0,0,0,0,0,0,0,0
(주)유진로봇,56080,0,0,0,0,0,0,0,0,0
(주)유진테크,84370,0,0,0,0,0,0,0,1,0
(주)유테크,178780,0,0,0,0,0,0,0,0,0
(주)유티아이,179900,0,0,0,0,0,0,0,0,0
(주)유틸렉스,263050,0,0,0,0,0,0,0,0,1
(주)유한양행,100,0,0,0,0,0,0,0,0,0
(주)육일씨엔에쓰,191410,0,0,0,0,0,0,0,0,0
(주)율호,72770,0,0,0,0,0,0,0,1,0
(주)이건홀딩스,39020,0,0,0,0,0,0,0,1,0
(주)이글루코퍼레이션,67920,0,1,1,0,0,0,0,0,0
(주)이글벳,44960,0,0,0,0,0,1,0,0,0
(주)이노메트리,302430,0,0,0,0,0,0,0,0,1
(주)이노션,214320,0,0,0,0,0,0,0,0,0
(주)이노와이어리스,73490,0,0,0,0,0,0,0,0,0
(주)이노인스트루먼트,215790,0,0,0,0,0,0,0,1,0
(주)이노테라피,246960,0,0,0,0,0,0,0,0,0
(주)이녹스,88390,0,0,0,0,0,0,0,1,0
(주)이녹스첨단소재,272290,0,0,0,0,0,0,0,0,0
(주)이라이콤,41520,0,1,1,0,0,0,0,0,0
(주)이랜시스,264850,0,0,0,0,0,0,0,0,0
(주)이랜텍,54210,0,0,0,0,0,0,0,0,0
(주)이루온,65440,0,0,0,0,0,0,0,0,0
(주)이마트,139480,0,0,1,0,0,0,0,0,0
(주)이미지스테크놀로지,115610,0,0,0,1,0,0,0,0,0
(주)이브이수성,84180,0,0,0,0,0,0,1,0,0
(주)이브이첨단소재,131400,0,0,0,0,0,0,0,0,0
